date,time,node,role,site,utilization_pct,latency_ms,jitter_ms,packet_loss_pct,errors,bgp_events,ospf_events,route_changes,tunnel_state,tunnel_loss_pct,tunnel_latency_ms,rekey_count,flow_bytes,flow_packets,application_type,voice_latency_ms,video_packet_loss,erp_response_time_ms,database_latency_ms,application_traffic_drop_pct,severity,affected_nodes,affected_sites,affected_service,fault_id,network_state,future_fault_type,time_to_impact_minutes,recovery_time_minutes
2024-01-01,00:02:00,ce-hub2,CE,hub2,44.86,4.944,1.463,0.2553,0,0,0,1,1,0.114,2.777,0,31135354,49512,WEB,12.802,0.2592,181.606,7.667,0.697,low,"[""ce-hub2""]","[""hub2""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:02:00,pe-dc2,PE,dc1,39.59,5.595,1.234,0.2428,3,0,0,0,1,0.1404,8.366,0,44610261,17561,ERP,17.512,0.047,136.742,1.323,0.4656,medium,"[""pe-dc2""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:03:00,ce-br4,CE,branch4,38.11,4.799,2.887,0.2214,0,0,0,0,1,0.0712,8.063,0,1705280,6687,WEB,10.92,0.0204,178.319,7.333,0.4742,low,"[""ce-br4""]","[""branch4""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:03:00,ce-br5,CE,branch5,40.41,11.759,1.791,0.0969,1,0,0,0,1,0.1925,8.688,0,35102736,21038,VIDEO,13.466,0.0782,87.536,5.943,0.7146,medium,"[""ce-br5""]","[""branch5""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:03:00,p-core2,P,dc1,15.93,7.858,2.851,0.1726,0,0,0,0,1,0.1883,5.089,0,48098337,45362,VIDEO,13.916,0.0347,65.117,1.164,0.0944,low,"[""p-core2""]","[""dc1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:03:00,pe-dc2,PE,dc1,18.42,6.916,1.684,0.052,0,0,0,0,1,0.0091,4.997,0,31667135,25653,ERP,27.13,0.3293,74.44,1.635,0.6424,low,"[""pe-dc2""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:03:00,pe-hub1,PE,hub1,33.99,4.865,1.977,0.0092,0,0,0,0,1,0.1044,8.16,0,11575230,31521,VIDEO,11.707,0.0258,129.703,5.866,0.6374,low,"[""pe-hub1""]","[""hub1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:04:00,ce-br3,CE,branch3,38.91,2.712,1.297,0.2535,0,0,0,0,1,0.1393,7.032,0,43996128,37018,WEB,26.07,0.141,76.616,7.756,0.8068,medium,"[""ce-br3""]","[""branch3""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:04:00,ce-hub2,CE,hub2,49.67,6.126,1.43,0.2329,0,1,0,0,1,0.1509,2.825,0,45225092,25757,DATABASE,26.529,0.16,184.328,4.503,0.0108,medium,"[""ce-hub2""]","[""hub2""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:04:00,p-core1,P,dc1,27.97,10.128,2.868,0.2958,1,0,0,0,1,0.0848,9.251,0,6448676,25138,DATABASE,10.227,0.2343,58.445,2.069,0.1175,low,"[""p-core1""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:04:00,pe-dc1,PE,dc1,46.69,2.913,1.298,0.285,1,0,0,0,1,0.0657,7.38,0,37866351,39787,DATABASE,25.792,0.0456,124.163,1.518,0.5495,medium,"[""pe-dc1""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:04:00,pe-hub1,PE,hub1,30.45,10.877,1.377,0.0351,0,0,0,0,1,0.0168,7.608,0,4565387,41271,ERP,24.125,0.0407,62.726,9.88,0.3743,low,"[""pe-hub1""]","[""hub1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:05:00,ce-br1,CE,branch1,16.58,2.264,1.441,0.2432,1,0,0,1,1,0.1677,5.75,0,21326155,14396,ERP,11.128,0.4324,171.935,9.997,0.9966,medium,"[""ce-br1""]","[""branch1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:05:00,ce-dc1,CE,dc1,37.72,9.46,1.958,0.2887,0,0,0,0,1,0.1926,2.097,0,48524062,3114,WEB,27.823,0.2639,198.945,1.664,0.5539,low,"[""ce-dc1""]","[""dc1""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:05:00,ce-hub1,CE,hub1,48.93,7.231,2.073,0.2087,0,0,0,0,1,0.0091,4.248,0,47570162,44622,DATABASE,19.113,0.3101,91.607,2.693,0.4637,low,"[""ce-hub1""]","[""hub1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:05:00,p-core1,P,dc1,34.44,9.69,2.862,0.2549,0,0,0,1,1,0.0457,7.374,0,31288283,18549,VIDEO,12.271,0.3358,128.046,7.951,0.5202,low,"[""p-core1""]","[""dc1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:05:00,p-core2,P,dc1,27.37,7.837,0.694,0.2923,2,0,0,0,1,0.0325,9.287,0,41304324,47540,DATABASE,24.514,0.3067,112.736,9.395,0.8661,low,"[""p-core2""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:06:00,ce-br2,CE,branch2,46.65,5.483,1.785,0.2351,0,0,0,1,1,0.1853,5.937,0,13653975,23497,WEB,29.601,0.2463,99.313,6.701,0.2401,low,"[""ce-br2""]","[""branch2""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:06:00,p-core2,P,dc1,17.66,3.289,0.82,0.0456,0,0,0,0,1,0.1794,5.792,0,33710329,9443,VIDEO,13.846,0.0204,75.34,3.507,0.177,low,"[""p-core2""]","[""dc1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:06:00,pe-dc1,PE,dc1,18.1,3.206,1.652,0.0619,0,0,0,0,1,0.1599,7.023,0,5006192,43805,ERP,28.417,0.0305,91.532,8.256,0.7483,low,"[""pe-dc1""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:06:00,pe-dc2,PE,dc1,21.46,4.093,1.426,0.1454,1,0,0,0,1,0.0505,7.707,0,44865135,26072,VOICE,20.642,0.0536,117.112,5.794,0.2425,low,"[""pe-dc2""]","[""dc1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-01,00:06:00,pe-hub1,PE,hub1,44.83,7.519,1.902,0.263,0,0,0,0,1,0.1241,7.633,0,11435243,7682,VOICE,10.291,0.1753,138.488,4.53,0.4375,low,"[""pe-hub1""]","[""hub1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-01,00:07:00,ce-br1,CE,branch1,29.89,7.076,1.106,0.0345,1,0,0,0,1,0.1065,2.415,0,17493609,7586,WEB,11.267,0.495,98.353,8.289,0.2546,low,"[""ce-br1""]","[""branch1""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:07:00,ce-br2,CE,branch2,33.36,6.104,2.956,0.0336,0,1,0,0,1,0.0342,7.349,0,46539423,28281,VOICE,21.432,0.14,165.424,2.683,0.3237,low,"[""ce-br2""]","[""branch2""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-01,00:07:00,ce-br4,CE,branch4,19.47,4.838,1.408,0.1938,0,0,1,0,1,0.0204,3.223,0,13051928,8873,VIDEO,13.731,0.1425,76.006,9.071,0.0802,low,"[""ce-br4""]","[""branch4""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:07:00,pe-dc2,PE,dc1,38.85,9.602,1.989,0.1415,0,0,1,1,1,0.1462,9.507,0,9880420,4258,DATABASE,24.822,0.2872,176.274,2.258,0.7953,low,"[""pe-dc2""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:07:00,pe-hub1,PE,hub1,24.42,5.773,0.55,0.0966,0,0,0,0,1,0.1187,7.433,0,39669390,25423,DATABASE,11.738,0.2686,138.026,7.709,0.4317,low,"[""pe-hub1""]","[""hub1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:08:00,ce-br2,CE,branch2,39.75,3.525,1.941,0.182,0,0,1,0,1,0.0226,9.879,0,42106006,7108,DATABASE,28.417,0.4349,127.826,6.321,0.399,low,"[""ce-br2""]","[""branch2""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:08:00,ce-br3,CE,branch3,22.06,3.637,0.911,0.2444,1,0,0,0,1,0.1633,5.513,0,19470277,23671,VOICE,16.028,0.3738,125.408,3.09,0.8996,low,"[""ce-br3""]","[""branch3""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-01,00:08:00,ce-dc1,CE,dc1,28.44,7.436,2.766,0.1873,0,1,0,0,1,0.1588,6.961,0,27139593,44800,ERP,25.772,0.0758,96.758,3.236,0.7439,low,"[""ce-dc1""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:08:00,ce-hub2,CE,hub2,34.0,4.518,1.364,0.0545,1,0,0,1,1,0.1172,6.047,0,30961257,1887,ERP,27.442,0.4661,134.77,7.27,0.9225,low,"[""ce-hub2""]","[""hub2""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:08:00,pe-hub1,PE,hub1,16.17,7.699,2.406,0.263,0,0,0,0,1,0.0255,5.178,0,40067472,8345,WEB,14.585,0.3611,158.005,6.77,0.6939,low,"[""pe-hub1""]","[""hub1""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:09:00,ce-br1,CE,branch1,16.92,5.352,2.507,0.0014,0,0,0,1,1,0.0694,7.9,0,23158679,12005,DATABASE,19.049,0.0704,76.458,5.485,0.4189,low,"[""ce-br1""]","[""branch1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:09:00,ce-br2,CE,branch2,22.18,3.907,0.591,0.1416,0,0,0,0,1,0.1049,5.526,0,20637389,28422,ERP,13.105,0.091,179.268,9.515,0.3733,low,"[""ce-br2""]","[""branch2""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:09:00,ce-dc1,CE,dc1,47.02,5.624,1.951,0.1897,0,0,0,1,1,0.0829,2.683,0,49846838,25607,ERP,21.908,0.0335,162.494,2.889,0.8981,low,"[""ce-dc1""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:09:00,ce-hub1,CE,hub1,24.48,8.44,1.522,0.0076,0,0,0,0,1,0.0444,3.849,0,33922744,1965,ERP,12.082,0.4,76.782,6.875,0.2382,low,"[""ce-hub1""]","[""hub1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:09:00,p-core2,P,dc1,18.48,4.432,2.306,0.2567,1,0,0,0,1,0.1793,2.104,0,5189918,11186,VOICE,10.531,0.0907,137.456,4.793,0.8927,low,"[""p-core2""]","[""dc1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-01,00:10:00,ce-dc1,CE,dc1,24.59,7.542,2.129,0.2489,0,0,0,0,1,0.1748,6.779,0,30425326,33586,DATABASE,13.507,0.4572,112.816,4.448,0.5189,low,"[""ce-dc1""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:10:00,ce-hub2,CE,hub2,16.64,3.663,2.345,0.0248,0,0,0,0,1,0.0711,7.752,0,15558964,28753,VIDEO,19.521,0.3318,190.524,7.593,0.2149,low,"[""ce-hub2""]","[""hub2""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:10:00,p-core1,P,dc1,16.09,4.623,1.988,0.0154,0,0,0,0,1,0.0213,2.601,0,36681249,25279,ERP,23.768,0.2174,86.96,8.372,0.7994,low,"[""p-core1""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:10:00,p-core2,P,dc1,42.99,6.252,0.556,0.0806,0,0,0,0,1,0.167,9.875,0,26758818,9412,VOICE,15.446,0.0092,187.145,2.06,0.5765,low,"[""p-core2""]","[""dc1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-01,00:10:00,pe-hub2,PE,hub2,43.61,5.418,1.149,0.1139,0,0,0,0,1,0.1104,5.489,0,15428822,47474,WEB,25.272,0.0701,180.27,5.387,0.8946,low,"[""pe-hub2""]","[""hub2""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:11:00,ce-br1,CE,branch1,23.36,3.105,1.387,0.0862,0,0,0,0,1,0.1975,5.422,0,19832005,34302,WEB,14.365,0.475,167.952,1.805,0.4176,low,"[""ce-br1""]","[""branch1""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:11:00,ce-br2,CE,branch2,15.85,10.701,0.553,0.2624,0,1,1,0,1,0.0804,5.839,0,31747767,43810,VIDEO,29.682,0.3841,112.665,4.792,0.7376,medium,"[""ce-br2""]","[""branch2""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:11:00,ce-hub1,CE,hub1,39.31,4.721,1.976,0.1083,0,1,1,0,1,0.1084,8.984,0,36879019,40521,VIDEO,23.176,0.3461,177.379,3.247,0.4894,low,"[""ce-hub1""]","[""hub1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:11:00,p-core1,P,dc1,16.3,7.963,1.075,0.0362,0,0,0,0,1,0.0131,4.522,0,27435073,39745,VOICE,16.375,0.3129,182.897,6.543,0.233,low,"[""p-core1""]","[""dc1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-01,00:11:00,p-core2,P,dc1,22.74,11.877,2.86,0.0118,2,0,1,0,1,0.0595,9.395,0,48581854,47269,DATABASE,19.484,0.431,176.682,3.872,0.8289,low,"[""p-core2""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:12:00,ce-br5,CE,branch5,19.53,10.887,2.889,0.2586,1,0,0,0,1,0.0745,4.078,0,36447585,25297,VOICE,11.621,0.1101,152.489,1.685,0.8512,low,"[""ce-br5""]","[""branch5""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-01,00:12:00,ce-hub1,CE,hub1,45.77,11.447,1.669,0.184,0,1,1,0,1,0.1025,3.845,0,9649873,11803,WEB,13.729,0.3898,102.519,1.521,0.9691,low,"[""ce-hub1""]","[""hub1""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:12:00,ce-hub2,CE,hub2,32.33,6.806,1.981,0.2474,0,0,0,0,1,0.1757,8.379,0,33264139,42678,WEB,27.346,0.3542,175.552,7.277,0.6801,medium,"[""ce-hub2""]","[""hub2""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:12:00,pe-dc1,PE,dc1,36.65,9.527,0.897,0.2643,1,0,0,0,1,0.1487,3.286,0,41080384,41774,DATABASE,20.149,0.0032,93.056,6.552,0.9812,low,"[""pe-dc1""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:12:00,pe-dc2,PE,dc1,45.93,11.278,2.987,0.0522,0,0,0,0,1,0.1632,3.796,0,11967063,27311,DATABASE,21.859,0.29,63.723,8.897,0.2656,low,"[""pe-dc2""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:13:00,ce-br4,CE,branch4,35.38,5.459,2.052,0.0137,4,0,0,0,1,0.0647,5.909,0,38749963,34481,WEB,18.918,0.1368,199.569,4.836,0.4514,low,"[""ce-br4""]","[""branch4""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:13:00,ce-br5,CE,branch5,20.73,9.948,2.234,0.0662,0,0,0,0,1,0.1902,3.208,0,22184405,47237,VOICE,18.395,0.3193,109.639,3.468,0.984,low,"[""ce-br5""]","[""branch5""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-01,00:13:00,ce-dc1,CE,dc1,29.33,10.941,1.075,0.0639,0,0,0,0,1,0.0946,9.746,0,10090750,43562,DATABASE,25.532,0.3855,176.717,7.849,0.6262,low,"[""ce-dc1""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:13:00,ce-hub1,CE,hub1,19.59,2.325,2.802,0.185,1,0,0,0,1,0.0861,3.604,0,25088132,4146,VIDEO,21.639,0.1345,169.634,3.793,0.4552,low,"[""ce-hub1""]","[""hub1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:13:00,ce-hub2,CE,hub2,37.11,4.598,2.085,0.162,1,0,0,1,1,0.1265,9.456,0,6022976,46924,ERP,23.758,0.0339,95.145,7.374,0.0674,low,"[""ce-hub2""]","[""hub2""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:14:00,ce-br1,CE,branch1,39.59,7.596,0.524,0.0979,0,0,0,0,1,0.0157,5.175,0,7503071,28809,VIDEO,23.789,0.4003,80.023,2.507,0.1046,low,"[""ce-br1""]","[""branch1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:14:00,ce-hub1,CE,hub1,23.0,11.963,2.937,0.1951,0,0,0,0,1,0.0515,5.701,0,43545352,36631,VOICE,24.854,0.2127,101.89,4.339,0.9876,low,"[""ce-hub1""]","[""hub1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-01,00:14:00,ce-hub2,CE,hub2,15.41,2.724,1.481,0.144,0,0,0,0,1,0.156,2.317,0,24544840,6141,VOICE,14.841,0.4933,71.374,5.49,0.6182,low,"[""ce-hub2""]","[""hub2""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-01,00:14:00,p-core2,P,dc1,37.53,7.264,2.329,0.0245,0,0,0,0,1,0.0438,9.807,0,17507893,9923,ERP,25.794,0.3294,124.729,5.998,0.7192,low,"[""p-core2""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:14:00,pe-hub2,PE,hub2,37.28,9.065,0.579,0.2809,0,0,0,0,1,0.1428,8.414,0,17633059,40926,VOICE,11.602,0.4474,132.139,8.356,0.4523,medium,"[""pe-hub2""]","[""hub2""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-01,00:15:00,ce-br5,CE,branch5,16.4,10.67,1.947,0.1316,1,0,0,0,1,0.0554,6.739,0,45705803,11322,WEB,22.459,0.3158,159.967,2.184,0.7158,low,"[""ce-br5""]","[""branch5""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:15:00,ce-dc1,CE,dc1,37.99,5.252,2.434,0.0393,1,0,0,0,1,0.104,4.696,0,41615284,22113,DATABASE,14.974,0.3086,156.017,2.503,0.1676,low,"[""ce-dc1""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:15:00,ce-hub1,CE,hub1,32.75,2.416,0.871,0.296,1,1,0,0,1,0.1031,5.911,0,33676348,7842,VOICE,10.599,0.154,155.702,2.817,0.6734,medium,"[""ce-hub1""]","[""hub1""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-01,00:15:00,ce-hub2,CE,hub2,46.82,3.797,1.094,0.2914,0,0,0,0,1,0.1741,5.562,0,26226050,18602,ERP,21.859,0.0818,108.662,9.725,0.2581,low,"[""ce-hub2""]","[""hub2""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:15:00,pe-hub2,PE,hub2,16.28,9.364,2.16,0.1424,2,0,0,0,1,0.0539,2.457,0,27027306,46893,VOICE,10.787,0.0611,117.83,9.405,0.3162,low,"[""pe-hub2""]","[""hub2""]","[""VOICE""]",F000,normal,normal,0,0
2024-01-01,00:16:00,ce-br4,CE,branch4,30.25,10.178,0.801,0.1633,0,0,0,0,1,0.1391,5.108,0,22985987,12639,VIDEO,17.465,0.1136,60.979,6.431,0.6682,low,"[""ce-br4""]","[""branch4""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:16:00,ce-dc1,CE,dc1,36.68,6.635,1.449,0.259,0,0,0,0,1,0.076,5.191,0,29428446,27146,WEB,22.158,0.3824,171.948,7.463,0.9555,medium,"[""ce-dc1""]","[""dc1""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:16:00,pe-dc1,PE,dc1,15.64,3.958,0.519,0.1942,1,1,1,0,1,0.0972,4.054,0,14958772,16057,VIDEO,26.061,0.2696,96.696,6.493,0.7162,low,"[""pe-dc1""]","[""dc1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:16:00,pe-hub1,PE,hub1,48.95,2.939,2.182,0.1331,1,0,0,1,1,0.0994,6.943,0,43576344,28959,VIDEO,10.608,0.4655,153.429,7.089,0.2157,low,"[""pe-hub1""]","[""hub1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:16:00,pe-hub2,PE,hub2,38.06,5.939,2.128,0.032,2,1,0,0,1,0.1134,7.908,0,44047262,20802,WEB,16.541,0.3338,171.177,7.861,0.7978,low,"[""pe-hub2""]","[""hub2""]","[""WEB""]",F000,normal,normal,0,0
2024-01-01,00:17:00,ce-br2,CE,branch2,24.54,6.135,0.805,0.0543,1,0,0,0,1,0.1135,4.053,0,48183416,24693,DATABASE,26.12,0.2751,56.512,6.698,0.9514,low,"[""ce-br2""]","[""branch2""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:17:00,ce-br4,CE,branch4,29.15,6.282,2.294,0.2077,1,0,0,0,1,0.0548,2.635,0,5197254,44815,DATABASE,13.837,0.1617,83.998,4.195,0.0694,medium,"[""ce-br4""]","[""branch4""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:17:00,ce-hub1,CE,hub1,36.84,6.518,1.967,0.0504,2,0,0,0,1,0.1214,6.374,0,12365407,20154,ERP,21.89,0.2484,198.168,2.228,0.6951,low,"[""ce-hub1""]","[""hub1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:17:00,p-core1,P,dc1,33.17,2.676,2.501,0.0701,0,0,0,0,1,0.0649,4.664,0,33804860,49712,DATABASE,23.237,0.2789,159.598,5.187,0.0601,low,"[""p-core1""]","[""dc1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:17:00,pe-hub1,PE,hub1,36.06,10.192,2.711,0.0684,0,0,0,0,1,0.18,4.827,0,12606657,39245,VIDEO,15.496,0.4113,113.561,7.008,0.0955,low,"[""pe-hub1""]","[""hub1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:18:00,ce-br1,CE,branch1,47.45,7.4,2.605,0.1563,1,0,0,0,1,0.1564,7.67,0,2771858,15853,DATABASE,15.262,0.1801,63.146,9.433,0.5538,low,"[""ce-br1""]","[""branch1""]","[""DATABASE""]",F000,normal,normal,0,0
2024-01-01,00:18:00,ce-br4,CE,branch4,17.83,6.03,0.934,0.2085,0,1,0,0,1,0.1724,9.382,0,24866034,30706,ERP,25.296,0.0874,125.385,4.588,0.1464,low,"[""ce-br4""]","[""branch4""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:18:00,ce-dc1,CE,dc1,34.68,11.576,0.938,0.207,0,0,0,0,1,0.1512,4.781,0,33580674,39977,ERP,28.544,0.1173,109.897,2.372,0.9925,medium,"[""ce-dc1""]","[""dc1""]","[""ERP""]",F000,normal,normal,0,0
2024-01-01,00:18:00,pe-hub1,PE,hub1,27.86,2.682,0.565,0.0405,1,1,0,0,1,0.0879,2.845,0,32400489,11585,VIDEO,22.392,0.3251,72.804,1.552,0.7808,low,"[""pe-hub1""]","[""hub1""]","[""VIDEO""]",F000,normal,normal,0,0
2024-01-01,00:18:00,pe-hub2,PE,hub2,25.69,5.97,1.618,0.1802,0,1,1,0,1,0.1861,2.931,0,41055035,19650,VOICE,27.559,0.434,170.889,8.11,0.3047,low,"[""pe-hub2""]","[""hub2""]","[""VOICE""]",F000,normal,normal,0,0
